Alle Berechnungsarten;Bus1
"Zeitpunkt in s";"Elektrische Frequenz in Hz"
-0,10000000;60,00000000
-0,09000000;60,00000000
-0,08000000;60,00000000
-0,07000000;60,00000000
-0,06000000;60,00000000
-0,05000000;60,00000000
-0,04000000;60,00000000
-0,03000000;60,00000000
-0,02000000;60,00000000
-0,01000000;60,00000000
-0,00000000;60,00000000
0,01000000;60,00000000
0,02000000;60,00000000
0,03000000;60,00000000
0,04000000;60,00000000
0,05000000;60,00000000
0,06000000;60,00000000
0,07000000;60,00000000
0,08000000;60,00000000
0,09000000;60,00000000
0,10000000;60,00000000
0,11000000;60,00000000
0,12000000;60,00000000
0,13000000;60,00000000
0,14000000;60,00000000
0,15000000;60,00000000
0,16000000;60,00000000
0,17000000;60,00000000
0,18000000;60,00000000
0,19000000;60,00000000
0,20000000;60,00000000
0,21000000;60,00000000
0,22000000;60,00000000
0,23000000;60,00000000
0,24000000;60,00000000
0,25000000;60,00000000
0,26000000;60,00000000
0,27000000;60,00000000
0,28000000;60,00000000
0,29000000;60,00000000
0,30000000;60,00000000
0,31000000;60,00000000
0,32000000;60,00000000
0,33000000;60,00000000
0,34000000;60,00000000
0,35000000;60,00000000
0,36000000;60,00000000
0,37000000;60,00000000
0,38000000;60,00000000
0,39000000;60,00000000
0,40000000;60,00000000
0,41000000;60,00000000
0,42000000;60,00000000
0,43000000;60,00000000
0,44000000;60,00000000
0,45000000;60,00000000
0,46000000;60,00000000
0,47000000;60,00000000
0,48000000;60,00000000
0,49000000;60,00000000
0,50000000;60,00000000
0,51000000;60,00000000
0,52000000;60,00000000
0,53000000;60,00000000
0,54000000;60,00000000
0,55000000;60,00000000
0,56000000;60,00000000
0,57000000;60,00000000
0,58000000;60,00000000
0,59000000;60,00000000
0,60000000;60,00000000
0,61000000;60,00000000
0,62000000;60,00000000
0,63000000;60,00000000
0,64000000;60,00000000
0,65000000;60,00000000
0,66000000;60,00000000
0,67000000;60,00000000
0,68000000;60,00000000
0,69000000;60,00000000
0,70000000;60,00000000
0,71000000;60,00000000
0,72000000;60,00000000
0,73000000;60,00000000
0,74000000;60,00000000
0,75000000;60,00000000
0,76000000;60,00000000
0,77000000;60,00000000
0,78000000;60,00000000
0,79000000;60,00000000
0,80000000;60,00000000
0,81000000;60,00000000
0,82000000;60,00000000
0,83000000;60,00000000
0,84000000;60,00000000
0,85000000;60,00000000
0,86000000;60,00000000
0,87000000;60,00000000
0,88000000;60,00000000
0,89000000;60,00000000
0,90000000;60,00000000
0,91000000;60,00000000
0,92000000;60,00000000
0,93000000;60,00000000
0,94000000;60,00000000
0,95000000;60,00000000
0,96000000;60,00000000
0,97000000;60,00000000
0,98000000;60,00000000
0,99000000;60,00000000
1,00000000;60,00000000
1,01000000;60,00000000
1,02000000;60,00000000
1,03000000;60,00000000
1,04000000;60,00000000
1,05000000;60,00000000
1,06000000;60,00000000
1,07000000;60,00000000
1,08000000;60,00000000
1,09000000;60,00000000
1,10000000;60,00000000
1,11000000;60,00000000
1,12000000;60,00000000
1,13000000;60,00000000
1,14000000;60,00000000
1,15000000;60,00000000
1,16000000;60,00000000
1,17000000;60,00000000
1,18000000;60,00000000
1,19000000;60,00000000
1,20000000;60,00000000
1,21000000;60,00000000
1,22000000;60,00000000
1,23000000;60,00000000
1,24000000;60,00000000
1,25000000;60,00000000
1,26000000;60,00000000
1,27000000;60,00000000
1,28000000;60,00000000
1,29000000;60,00000000
1,30000000;60,00000000
1,31000000;60,00000000
1,32000000;60,00000000
1,33000000;60,00000000
1,34000000;60,00000000
1,35000000;60,00000000
1,36000000;60,00000000
1,37000000;60,00000000
1,38000000;60,00000000
1,39000000;60,00000000
1,40000000;60,00000000
1,41000000;60,00000000
1,42000000;60,00000000
1,43000000;60,00000000
1,44000000;60,00000000
1,45000000;60,00000000
1,46000000;60,00000000
1,47000000;60,00000000
1,48000000;60,00000000
1,49000000;60,00000000
1,50000000;60,00000000
1,51000000;60,00000000
1,52000000;60,00000000
1,53000000;60,00000000
1,54000000;60,00000000
1,55000000;60,00000000
1,56000000;60,00000000
1,57000000;60,00000000
1,58000000;60,00000000
1,59000000;60,00000000
1,60000000;60,00000000
1,61000000;60,00000000
1,62000000;60,00000000
1,63000000;60,00000000
1,64000000;60,00000000
1,65000000;60,00000000
1,66000000;60,00000000
1,67000000;60,00000000
1,68000000;60,00000000
1,69000000;60,00000000
1,70000000;60,00000000
1,71000000;60,00000000
1,72000000;60,00000000
1,73000000;60,00000000
1,74000000;60,00000000
1,75000000;60,00000000
1,76000000;60,00000000
1,77000000;60,00000000
1,78000000;60,00000000
1,79000000;60,00000000
1,80000000;60,00000000
1,81000000;60,00000000
1,82000000;60,00000000
1,83000000;60,00000000
1,84000000;60,00000000
1,85000000;60,00000000
1,86000000;60,00000000
1,87000000;60,00000000
1,88000000;60,00000000
1,89000000;60,00000000
1,90000000;60,00000000
1,91000000;60,00000000
1,92000000;60,00000000
1,93000000;60,00000000
1,94000000;60,00000000
1,95000000;60,00000000
1,96000000;60,00000000
1,97000000;60,00000000
1,98000000;60,00000000
1,99000000;60,00000000
2,00000000;60,00000000
2,01000000;60,00000000
2,02000000;60,00000000
2,03000000;60,00000000
2,04000000;60,00000000
2,05000000;60,00000000
2,06000000;60,00000000
2,07000000;60,00000000
2,08000000;60,00000000
2,09000000;60,00000000
2,10000000;60,00000000
2,11000000;60,00000000
2,12000000;60,00000000
2,13000000;60,00000000
2,14000000;60,00000000
2,15000000;60,00000000
2,16000000;60,00000000
2,17000000;60,00000000
2,18000000;60,00000000
2,19000000;60,00000000
2,20000000;60,00000000
2,21000000;60,00000000
2,22000000;60,00000000
2,23000000;60,00000000
2,24000000;60,00000000
2,25000000;60,00000000
2,26000000;60,00000000
2,27000000;60,00000000
2,28000000;60,00000000
2,29000000;60,00000000
2,30000000;60,00000000
2,31000000;60,00000000
2,32000000;60,00000000
2,33000000;60,00000000
2,34000000;60,00000000
2,35000000;60,00000000
2,36000000;60,00000000
2,37000000;60,00000000
2,38000000;60,00000000
2,39000000;60,00000000
2,40000000;60,00000000
2,41000000;60,00000000
2,42000000;60,00000000
2,43000000;60,00000000
2,44000000;60,00000000
2,45000000;60,00000000
2,46000000;60,00000000
2,47000000;60,00000000
2,48000000;60,00000000
2,49000000;60,00000000
2,50000000;60,00000000
2,51000000;60,00000000
2,52000000;60,00000000
2,53000000;60,00000000
2,54000000;60,00000000
2,55000000;60,00000000
2,56000000;60,00000000
2,57000000;60,00000000
2,58000000;60,00000000
2,59000000;60,00000000
2,60000000;60,00000000
2,61000000;60,00000000
2,62000000;60,00000000
2,63000000;60,00000000
2,64000000;60,00000000
2,65000000;60,00000000
2,66000000;60,00000000
2,67000000;60,00000000
2,68000000;60,00000000
2,69000000;60,00000000
2,70000000;60,00000000
2,71000000;60,00000000
2,72000000;60,00000000
2,73000000;60,00000000
2,74000000;60,00000000
2,75000000;60,00000000
2,76000000;60,00000000
2,77000000;60,00000000
2,78000000;60,00000000
2,79000000;60,00000000
2,80000000;60,00000000
2,81000000;60,00000000
2,82000000;60,00000000
2,83000000;60,00000000
2,84000000;60,00000000
2,85000000;60,00000000
2,86000000;60,00000000
2,87000000;60,00000000
2,88000000;60,00000000
2,89000000;60,00000000
2,90000000;60,00000000
2,91000000;60,00000000
2,92000000;60,00000000
2,93000000;60,00000000
2,94000000;60,00000000
2,95000000;60,00000000
2,96000000;60,00000000
2,97000000;60,00000000
2,98000000;60,00000000
2,99000000;60,00000000
3,00000000;60,00000000
3,01000000;60,00000000
3,02000000;60,00000000
3,03000000;60,00000000
3,04000000;60,00000000
3,05000000;60,00000000
3,06000000;60,00000000
3,07000000;60,00000000
3,08000000;60,00000000
3,09000000;60,00000000
3,10000000;60,00000000
3,11000000;60,00000000
3,12000000;60,00000000
3,13000000;60,00000000
3,14000000;60,00000000
3,15000000;60,00000000
3,16000000;60,00000000
3,17000000;60,00000000
3,18000000;60,00000000
3,19000000;60,00000000
3,20000000;60,00000000
3,21000000;60,00000000
3,22000000;60,00000000
3,23000000;60,00000000
3,24000000;60,00000000
3,25000000;60,00000000
3,26000000;60,00000000
3,27000000;60,00000000
3,28000000;60,00000000
3,29000000;60,00000000
3,30000000;60,00000000
3,31000000;60,00000000
3,32000000;60,00000000
3,33000000;60,00000000
3,34000000;60,00000000
3,35000000;60,00000000
3,36000000;60,00000000
3,37000000;60,00000000
3,38000000;60,00000000
3,39000000;60,00000000
3,40000000;60,00000000
3,41000000;60,00000000
3,42000000;60,00000000
3,43000000;60,00000000
3,44000000;60,00000000
3,45000000;60,00000000
3,46000000;60,00000000
3,47000000;60,00000000
3,48000000;60,00000000
3,49000000;60,00000000
3,50000000;60,00000000
3,51000000;60,00000000
3,52000000;60,00000000
3,53000000;60,00000000
3,54000000;60,00000000
3,55000000;60,00000000
3,56000000;60,00000000
3,57000000;60,00000000
3,58000000;60,00000000
3,59000000;60,00000000
3,60000000;60,00000000
3,61000000;60,00000000
3,62000000;60,00000000
3,63000000;60,00000000
3,64000000;60,00000000
3,65000000;60,00000000
3,66000000;60,00000000
3,67000000;60,00000000
3,68000000;60,00000000
3,69000000;60,00000000
3,70000000;60,00000000
3,71000000;60,00000000
3,72000000;60,00000000
3,73000000;60,00000000
3,74000000;60,00000000
3,75000000;60,00000000
3,76000000;60,00000000
3,77000000;60,00000000
3,78000000;60,00000000
3,79000000;60,00000000
3,80000000;60,00000000
3,81000000;60,00000000
3,82000000;60,00000000
3,83000000;60,00000000
3,84000000;60,00000000
3,85000000;60,00000000
3,86000000;60,00000000
3,87000000;60,00000000
3,88000000;60,00000000
3,89000000;60,00000000
3,90000000;60,00000000
3,91000000;60,00000000
3,92000000;60,00000000
3,93000000;60,00000000
3,94000000;60,00000000
3,95000000;60,00000000
3,96000000;60,00000000
3,97000000;60,00000000
3,98000000;60,00000000
3,99000000;60,00000000
4,00000000;60,00000000
4,01000000;60,00000000
4,02000000;60,00000000
4,03000000;60,00000000
4,04000000;60,00000000
4,05000000;60,00000000
4,06000000;60,00000000
4,07000000;60,00000000
4,08000000;60,00000000
4,09000000;60,00000000
4,10000000;60,00000000
4,11000000;60,00000000
4,12000000;60,00000000
4,13000000;60,00000000
4,14000000;60,00000000
4,15000000;60,00000000
4,16000000;60,00000000
4,17000000;60,00000000
4,18000000;60,00000000
4,19000000;60,00000000
4,20000000;60,00000000
4,21000000;60,00000000
4,22000000;60,00000000
4,23000000;60,00000000
4,24000000;60,00000000
4,25000000;60,00000000
4,26000000;60,00000000
4,27000000;60,00000000
4,28000000;60,00000000
4,29000000;60,00000000
4,30000000;60,00000000
4,31000000;60,00000000
4,32000000;60,00000000
4,33000000;60,00000000
4,34000000;60,00000000
4,35000000;60,00000000
4,36000000;60,00000000
4,37000000;60,00000000
4,38000000;60,00000000
4,39000000;60,00000000
4,40000000;60,00000000
4,41000000;60,00000000
4,42000000;60,00000000
4,43000000;60,00000000
4,44000000;60,00000000
4,45000000;60,00000000
4,46000000;60,00000000
4,47000000;60,00000000
4,48000000;60,00000000
4,49000000;60,00000000
4,50000000;60,00000000
4,51000000;60,00000000
4,52000000;60,00000000
4,53000000;60,00000000
4,54000000;60,00000000
4,55000000;60,00000000
4,56000000;60,00000000
4,57000000;60,00000000
4,58000000;60,00000000
4,59000000;60,00000000
4,60000000;60,00000000
4,61000000;60,00000000
4,62000000;60,00000000
4,63000000;60,00000000
4,64000000;60,00000000
4,65000000;60,00000000
4,66000000;60,00000000
4,67000000;60,00000000
4,68000000;60,00000000
4,69000000;60,00000000
4,70000000;60,00000000
4,71000000;60,00000000
4,72000000;60,00000000
4,73000000;60,00000000
4,74000000;60,00000000
4,75000000;60,00000000
4,76000000;60,00000000
4,77000000;60,00000000
4,78000000;60,00000000
4,79000000;60,00000000
4,80000000;60,00000000
4,81000000;60,00000000
4,82000000;60,00000000
4,83000000;60,00000000
4,84000000;60,00000000
4,85000000;60,00000000
4,86000000;60,00000000
4,87000000;60,00000000
4,88000000;60,00000000
4,89000000;60,00000000
4,90000000;60,00000000
4,91000000;60,00000000
4,92000000;60,00000000
4,93000000;60,00000000
4,94000000;60,00000000
4,95000000;60,00000000
4,96000000;60,00000000
4,97000000;60,00000000
4,98000000;60,00000000
4,99000000;60,00000000
5,00000000;60,00000000
5,01000000;60,00000000
5,02000000;60,00000000
5,03000000;60,00000000
5,04000000;60,00000000
5,05000000;60,00000000
5,06000000;60,00000000
5,07000000;60,00000000
5,08000000;60,00000000
5,09000000;60,00000000
5,10000000;60,00000000
5,11000000;60,00000000
5,12000000;60,00000000
5,13000000;60,00000000
5,14000000;60,00000000
5,15000000;60,00000000
5,16000000;60,00000000
5,17000000;60,00000000
5,18000000;60,00000000
5,19000000;60,00000000
5,20000000;60,00000000
5,21000000;60,00000000
5,22000000;60,00000000
5,23000000;60,00000000
5,24000000;60,00000000
5,25000000;60,00000000
5,26000000;60,00000000
5,27000000;60,00000000
5,28000000;60,00000000
5,29000000;60,00000000
5,30000000;60,00000000
5,31000000;60,00000000
5,32000000;60,00000000
5,33000000;60,00000000
5,34000000;60,00000000
5,35000000;60,00000000
5,36000000;60,00000000
5,37000000;60,00000000
5,38000000;60,00000000
5,39000000;60,00000000
5,40000000;60,00000000
5,41000000;60,00000000
5,42000000;60,00000000
5,43000000;60,00000000
5,44000000;60,00000000
5,45000000;60,00000000
5,46000000;60,00000000
5,47000000;60,00000000
5,48000000;60,00000000
5,49000000;60,00000000
5,50000000;60,00000000
5,51000000;60,00000000
5,52000000;60,00000000
5,53000000;60,00000000
5,54000000;60,00000000
5,55000000;60,00000000
5,56000000;60,00000000
5,57000000;60,00000000
5,58000000;60,00000000
5,59000000;60,00000000
5,60000000;60,00000000
5,61000000;60,00000000
5,62000000;60,00000000
5,63000000;60,00000000
5,64000000;60,00000000
5,65000000;60,00000000
5,66000000;60,00000000
5,67000000;60,00000000
5,68000000;60,00000000
5,69000000;60,00000000
5,70000000;60,00000000
5,71000000;60,00000000
5,72000000;60,00000000
5,73000000;60,00000000
5,74000000;60,00000000
5,75000000;60,00000000
5,76000000;60,00000000
5,77000000;60,00000000
5,78000000;60,00000000
5,79000000;60,00000000
5,80000000;60,00000000
5,81000000;60,00000000
5,82000000;60,00000000
5,83000000;60,00000000
5,84000000;60,00000000
5,85000000;60,00000000
5,86000000;60,00000000
5,87000000;60,00000000
5,88000000;60,00000000
5,89000000;60,00000000
5,90000000;60,00000000
5,91000000;60,00000000
5,92000000;60,00000000
5,93000000;60,00000000
5,94000000;60,00000000
5,95000000;60,00000000
5,96000000;60,00000000
5,97000000;60,00000000
5,98000000;60,00000000
5,99000000;60,00000000
6,00000000;60,00000000
6,01000000;60,00000000
6,02000000;60,00000000
6,03000000;60,00000000
6,04000000;60,00000000
6,05000000;60,00000000
6,06000000;60,00000000
6,07000000;60,00000000
6,08000000;60,00000000
6,09000000;60,00000000
6,10000000;60,00000000
6,11000000;60,00000000
6,12000000;60,00000000
6,13000000;60,00000000
6,14000000;60,00000000
6,15000000;60,00000000
6,16000000;60,00000000
6,17000000;60,00000000
6,18000000;60,00000000
6,19000000;60,00000000
6,20000000;60,00000000
6,21000000;60,00000000
6,22000000;60,00000000
6,23000000;60,00000000
6,24000000;60,00000000
6,25000000;60,00000000
6,26000000;60,00000000
6,27000000;60,00000000
6,28000000;60,00000000
6,29000000;60,00000000
6,30000000;60,00000000
6,31000000;60,00000000
6,32000000;60,00000000
6,33000000;60,00000000
6,34000000;60,00000000
6,35000000;60,00000000
6,36000000;60,00000000
6,37000000;60,00000000
6,38000000;60,00000000
6,39000000;60,00000000
6,40000000;60,00000000
6,41000000;60,00000000
6,42000000;60,00000000
6,43000000;60,00000000
6,44000000;60,00000000
6,45000000;60,00000000
6,46000000;60,00000000
6,47000000;60,00000000
6,48000000;60,00000000
6,49000000;60,00000000
6,50000000;60,00000000
6,51000000;60,00000000
6,52000000;60,00000000
6,53000000;60,00000000
6,54000000;60,00000000
6,55000000;60,00000000
6,56000000;60,00000000
6,57000000;60,00000000
6,58000000;60,00000000
6,59000000;60,00000000
6,60000000;60,00000000
6,61000000;60,00000000
6,62000000;60,00000000
6,63000000;60,00000000
6,64000000;60,00000000
6,65000000;60,00000000
6,66000000;60,00000000
6,67000000;60,00000000
6,68000000;60,00000000
6,69000000;60,00000000
6,70000000;60,00000000
6,71000000;60,00000000
6,72000000;60,00000000
6,73000000;60,00000000
6,74000000;60,00000000
6,75000000;60,00000000
6,76000000;60,00000000
6,77000000;60,00000000
6,78000000;60,00000000
6,79000000;60,00000000
6,80000000;60,00000000
6,81000000;60,00000000
6,82000000;60,00000000
6,83000000;60,00000000
6,84000000;60,00000000
6,85000000;60,00000000
6,86000000;60,00000000
6,87000000;60,00000000
6,88000000;60,00000000
6,89000000;60,00000000
6,90000000;60,00000000
6,91000000;60,00000000
6,92000000;60,00000000
6,93000000;60,00000000
6,94000000;60,00000000
6,95000000;60,00000000
6,96000000;60,00000000
6,97000000;60,00000000
6,98000000;60,00000000
6,99000000;60,00000000
7,00000000;60,00000000
7,01000000;60,00000000
7,02000000;60,00000000
7,03000000;60,00000000
7,04000000;60,00000000
7,05000000;60,00000000
7,06000000;60,00000000
7,07000000;60,00000000
7,08000000;60,00000000
7,09000000;60,00000000
7,10000000;60,00000000
7,11000000;60,00000000
7,12000000;60,00000000
7,13000000;60,00000000
7,14000000;60,00000000
7,15000000;60,00000000
7,16000000;60,00000000
7,17000000;60,00000000
7,18000000;60,00000000
7,19000000;60,00000000
7,20000000;60,00000000
7,21000000;60,00000000
7,22000000;60,00000000
7,23000000;60,00000000
7,24000000;60,00000000
7,25000000;60,00000000
7,26000000;60,00000000
7,27000000;60,00000000
7,28000000;60,00000000
7,29000000;60,00000000
7,30000000;60,00000000
7,31000000;60,00000000
7,32000000;60,00000000
7,33000000;60,00000000
7,34000000;60,00000000
7,35000000;60,00000000
7,36000000;60,00000000
7,37000000;60,00000000
7,38000000;60,00000000
7,39000000;60,00000000
7,40000000;60,00000000
7,41000000;60,00000000
7,42000000;60,00000000
7,43000000;60,00000000
7,44000000;60,00000000
7,45000000;60,00000000
7,46000000;60,00000000
7,47000000;60,00000000
7,48000000;60,00000000
7,49000000;60,00000000
7,50000000;60,00000000
7,51000000;60,00000000
7,52000000;60,00000000
7,53000000;60,00000000
7,54000000;60,00000000
7,55000000;60,00000000
7,56000000;60,00000000
7,57000000;60,00000000
7,58000000;60,00000000
7,59000000;60,00000000
7,60000000;60,00000000
7,61000000;60,00000000
7,62000000;60,00000000
7,63000000;60,00000000
7,64000000;60,00000000
7,65000000;60,00000000
7,66000000;60,00000000
7,67000000;60,00000000
7,68000000;60,00000000
7,69000000;60,00000000
7,70000000;60,00000000
7,71000000;60,00000000
7,72000000;60,00000000
7,73000000;60,00000000
7,74000000;60,00000000
7,75000000;60,00000000
7,76000000;60,00000000
7,77000000;60,00000000
7,78000000;60,00000000
7,79000000;60,00000000
7,80000000;60,00000000
7,81000000;60,00000000
7,82000000;60,00000000
7,83000000;60,00000000
7,84000000;60,00000000
7,85000000;60,00000000
7,86000000;60,00000000
7,87000000;60,00000000
7,88000000;60,00000000
7,89000000;60,00000000
7,90000000;60,00000000
7,91000000;60,00000000
7,92000000;60,00000000
7,93000000;60,00000000
7,94000000;60,00000000
7,95000000;60,00000000
7,96000000;60,00000000
7,97000000;60,00000000
7,98000000;60,00000000
7,99000000;60,00000000
8,00000000;60,00000000
8,01000000;60,00000000
8,02000000;60,00000000
8,03000000;60,00000000
8,04000000;60,00000000
8,05000000;60,00000000
8,06000000;60,00000000
8,07000000;60,00000000
8,08000000;60,00000000
8,09000000;60,00000000
8,10000000;60,00000000
8,11000000;60,00000000
8,12000000;60,00000000
8,13000000;60,00000000
8,14000000;60,00000000
8,15000000;60,00000000
8,16000000;60,00000000
8,17000000;60,00000000
8,18000000;60,00000000
8,19000000;60,00000000
8,20000000;60,00000000
8,21000000;60,00000000
8,22000000;60,00000000
8,23000000;60,00000000
8,24000000;60,00000000
8,25000000;60,00000000
8,26000000;60,00000000
8,27000000;60,00000000
8,28000000;60,00000000
8,29000000;60,00000000
8,30000000;60,00000000
8,31000000;60,00000000
8,32000000;60,00000000
8,33000000;60,00000000
8,34000000;60,00000000
8,35000000;60,00000000
8,36000000;60,00000000
8,37000000;60,00000000
8,38000000;60,00000000
8,39000000;60,00000000
8,40000000;60,00000000
8,41000000;60,00000000
8,42000000;60,00000000
8,43000000;60,00000000
8,44000000;60,00000000
8,45000000;60,00000000
8,46000000;60,00000000
8,47000000;60,00000000
8,48000000;60,00000000
8,49000000;60,00000000
8,50000000;60,00000000
8,51000000;60,00000000
8,52000000;60,00000000
8,53000000;60,00000000
8,54000000;60,00000000
8,55000000;60,00000000
8,56000000;60,00000000
8,57000000;60,00000000
8,58000000;60,00000000
8,59000000;60,00000000
8,60000000;60,00000000
8,61000000;60,00000000
8,62000000;60,00000000
8,63000000;60,00000000
8,64000000;60,00000000
8,65000000;60,00000000
8,66000000;60,00000000
8,67000000;60,00000000
8,68000000;60,00000000
8,69000000;60,00000000
8,70000000;60,00000000
8,71000000;60,00000000
8,72000000;60,00000000
8,73000000;60,00000000
8,74000000;60,00000000
8,75000000;60,00000000
8,76000000;60,00000000
8,77000000;60,00000000
8,78000000;60,00000000
8,79000000;60,00000000
8,80000000;60,00000000
8,81000000;60,00000000
8,82000000;60,00000000
8,83000000;60,00000000
8,84000000;60,00000000
8,85000000;60,00000000
8,86000000;60,00000000
8,87000000;60,00000000
8,88000000;60,00000000
8,89000000;60,00000000
8,90000000;60,00000000
8,91000000;60,00000000
8,92000000;60,00000000
8,93000000;60,00000000
8,94000000;60,00000000
8,95000000;60,00000000
8,96000000;60,00000000
8,97000000;60,00000000
8,98000000;60,00000000
8,99000000;60,00000000
9,00000000;60,00000000
9,01000000;60,00000000
9,02000000;60,00000000
9,03000000;60,00000000
9,04000000;60,00000000
9,05000000;60,00000000
9,06000000;60,00000000
9,07000000;60,00000000
9,08000000;60,00000000
9,09000000;60,00000000
9,10000000;60,00000000
9,11000000;60,00000000
9,12000000;60,00000000
9,13000000;60,00000000
9,14000000;60,00000000
9,15000000;60,00000000
9,16000000;60,00000000
9,17000000;60,00000000
9,18000000;60,00000000
9,19000000;60,00000000
9,20000000;60,00000000
9,21000000;60,00000000
9,22000000;60,00000000
9,23000000;60,00000000
9,24000000;60,00000000
9,25000000;60,00000000
9,26000000;60,00000000
9,27000000;60,00000000
9,28000000;60,00000000
9,29000000;60,00000000
9,30000000;60,00000000
9,31000000;60,00000000
9,32000000;60,00000000
9,33000000;60,00000000
9,34000000;60,00000000
9,35000000;60,00000000
9,36000000;60,00000000
9,37000000;60,00000000
9,38000000;60,00000000
9,39000000;60,00000000
9,40000000;60,00000000
9,41000000;60,00000000
9,42000000;60,00000000
9,43000000;60,00000000
9,44000000;60,00000000
9,45000000;60,00000000
9,46000000;60,00000000
9,47000000;60,00000000
9,48000000;60,00000000
9,49000000;60,00000000
9,50000000;60,00000000
9,51000000;60,00000000
9,52000000;60,00000000
9,53000000;60,00000000
9,54000000;60,00000000
9,55000000;60,00000000
9,56000000;60,00000000
9,57000000;60,00000000
9,58000000;60,00000000
9,59000000;60,00000000
9,60000000;60,00000000
9,61000000;60,00000000
9,62000000;60,00000000
9,63000000;60,00000000
9,64000000;60,00000000
9,65000000;60,00000000
9,66000000;60,00000000
9,67000000;60,00000000
9,68000000;60,00000000
9,69000000;60,00000000
9,70000000;60,00000000
9,71000000;60,00000000
9,72000000;60,00000000
9,73000000;60,00000000
9,74000000;60,00000000
9,75000000;60,00000000
9,76000000;60,00000000
9,77000000;60,00000000
9,78000000;60,00000000
9,79000000;60,00000000
9,80000000;60,00000000
9,81000000;60,00000000
9,82000000;60,00000000
9,83000000;60,00000000
9,84000000;60,00000000
9,85000000;60,00000000
9,86000000;60,00000000
9,87000000;60,00000000
9,88000000;60,00000000
9,89000000;60,00000000
9,90000000;60,00000000
9,91000000;60,00000000
9,92000000;60,00000000
9,93000000;60,00000000
9,94000000;60,00000000
9,95000000;60,00000000
9,96000000;60,00000000
9,97000000;60,00000000
9,98000000;60,00000000
9,99000000;60,00000000
10,00000000;60,00000000
10,00000000;60,00000000
10,00500000;60,00000000
10,01166667;60,00000000
10,02166667;59,99555451
10,03166667;59,99260928
10,04166667;59,99106553
10,05166667;59,99024852
10,06166667;59,98979763
10,07166667;59,98952577
10,08166667;59,98911880
10,09166667;59,98911857
10,10166667;59,98903123
10,11166667;59,98891205
10,12166667;59,98877384
10,13166667;59,98862573
10,14166667;59,98847440
10,15166667;59,98832507
10,16166667;59,98818201
10,17166667;59,98804872
10,18166667;59,98792804
10,19166667;59,98782225
10,20166667;59,98773314
10,21166667;59,98766202
10,22166667;59,98760983
10,23166667;59,98757719
10,24166667;59,98756443
10,25166667;59,98757167
10,26166667;59,98759883
10,27166667;59,98764571
10,28166667;59,98771199
10,29166667;59,98779728
10,30166667;59,98790111
10,31166667;59,98802298
10,32166667;59,98816239
10,33166667;59,98831881
10,34166667;59,98849169
10,35166667;59,98868053
10,36166667;59,98888481
10,37166667;59,98910405
10,38166667;59,98933775
10,39166667;59,98958549
10,40166667;59,98984682
10,41166667;59,99012135
10,42166667;59,99040869
10,43166667;59,99070848
10,44166667;59,99102040
10,45166667;59,99134413
10,46166667;59,99167938
10,47166667;59,99202588
10,48166667;59,99238337
10,49166667;59,99275164
10,50166667;59,99313045
10,51166667;59,99351960
10,52166667;59,99391892
10,53166667;59,99432824
10,54166667;59,99474738
10,55166667;59,99517620
10,56166667;59,99561457
10,57166667;59,99606236
10,58166667;59,99651944
10,59166667;59,99698572
10,60166667;59,99746109
10,61166667;59,99794546
10,62166667;59,99843873
10,63166667;59,99894083
10,64166667;59,99945168
10,65166667;59,99997120
10,66166667;60,00049934
10,67166667;60,00103602
10,68166667;60,00158119
10,69166667;60,00213479
10,70166667;60,00269677
10,71166667;60,00326709
10,72166667;60,00384569
10,73166667;60,00443252
10,74166667;60,00502756
10,75166667;60,00563074
10,76166667;60,00624205
10,77166667;60,00686144
10,78166667;60,00748887
10,79166667;60,00812431
10,80166667;60,00876773
10,81166667;60,00941910
10,82166667;60,01007838
10,83166667;60,01074554
10,84166667;60,01142057
10,85166667;60,01210342
10,86166667;60,01279407
10,87166667;60,01349249
10,88166667;60,01419866
10,89166667;60,01491256
10,90166667;60,01563415
10,91166667;60,01636341
10,92166667;60,01710032
10,93166667;60,01784485
10,94166667;60,01859698
10,95166667;60,01935669
10,96166667;60,02012395
10,97166667;60,02089875
10,98166667;60,02168105
10,99166667;60,02247084
11,00166667;60,02326809
11,01166667;60,02407278
11,02166667;60,02488490
11,03166667;60,02570441
11,04166667;60,02653130
11,05166667;60,02736555
11,06166667;60,02820714
11,07166667;60,02905604
11,08166667;60,02991223
11,09166667;60,03077570
11,10166667;60,03164642
11,11166667;60,03252438
11,12166667;60,03340955
11,13166667;60,03430191
11,14166667;60,03520144
11,15166667;60,03610813
11,16166667;60,03702195
11,17166667;60,03794288
11,18166667;60,03887091
11,19166667;60,03980601
11,20166667;60,04074816
11,21166667;60,04169735
11,22166667;60,04265356
11,23166667;60,04361676
11,24166667;60,04458694
11,25166667;60,04556408
11,26166667;60,04654815
11,27166667;60,04753915
11,28166667;60,04853704
11,29166667;60,04954182
11,30166667;60,05055346
11,31166667;60,05157195
11,32166667;60,05259726
11,33166667;60,05362938
11,34166667;60,05466828
11,35166667;60,05571396
11,36166667;60,05676639
11,37166667;60,05782555
11,38166667;60,05889142
11,39166667;60,05996400
11,40166667;60,06104325
11,41166667;60,06212916
11,42166667;60,06322171
11,43166667;60,06432088
11,44166667;60,06542666
11,45166667;60,06653903
11,46166667;60,06765797
11,47166667;60,06878346
11,48166667;60,06991549
